,Unnamed: 0,userID,movieID,rating,time
23964,23964,170,912,5,977173149
23965,23965,170,2176,5,977173439
23966,23966,170,919,5,977173730
23967,23967,170,2324,5,977173109
23968,23968,170,920,4,977172343
23969,23969,170,923,5,977173084
23971,23971,170,1387,5,977172937
23972,23972,170,858,5,977172901
23973,23973,170,1466,4,977172494
23974,23974,170,1617,4,977172308
23977,23977,170,110,5,977172991
23980,23980,170,3265,5,977172901
23982,23982,170,1748,5,977173321
23988,23988,170,2571,5,977172970
23990,23990,170,2662,5,977172844
23991,23991,170,3468,5,977173149
23992,23992,170,3469,5,977173084
23994,23994,170,260,5,977172741
23996,23996,170,3555,4,977172581
23999,23999,170,2683,4,977173601
24000,24000,170,277,4,977172623
24003,24003,170,32,4,977172802
24004,24004,170,2912,4,977172970
24007,24007,170,1036,4,977172991
24008,24008,170,3578,5,977172437
24009,24009,170,2858,4,977172409
24010,24010,170,3736,5,977173059
24011,24011,170,527,5,977173109
24012,24012,170,457,4,977172970
24013,24013,170,1200,5,977172802
24014,24014,170,1204,5,977173730
24015,24015,170,1206,5,977172741
24016,24016,170,2948,4,977172464
24018,24018,170,1210,5,977172343
24019,24019,170,3755,4,977172525
24020,24020,170,1214,5,977172937
24021,24021,170,1218,5,977172970
24022,24022,170,541,5,977172741
24023,24023,170,1221,5,977172901
24024,24024,170,1222,4,977172970
24025,24025,170,1225,4,977173149
24026,24026,170,2028,4,977172901
24027,24027,170,1080,4,977172343
24029,24029,170,1304,4,977172937
24030,24030,170,2976,4,977173659
24031,24031,170,1237,4,977173109
24032,24032,170,1097,5,977172844
24033,24033,170,1240,4,977172769
24034,24034,171,1179,4,977167096
24036,24036,171,858,4,977166323
24037,24037,171,1617,4,977167096
24039,24039,171,1649,5,977166964
24040,24040,171,206,4,977167038
24041,24041,171,1834,4,977166262
24042,24042,171,3448,4,977166262
24043,24043,171,162,4,977166964
24044,24044,171,164,4,977167096
24045,24045,171,246,4,977166938
24046,24046,171,1797,4,977167038
24047,24047,171,2677,5,977166964
24049,24049,171,3578,4,977166458
24050,24050,171,1111,5,977166985
24051,24051,171,2791,4,977166458
24052,24052,171,527,5,977166292
24054,24054,171,1073,5,977166323
24055,24055,171,2966,4,977166419
24056,24056,171,1230,4,977166262
24059,24059,172,1179,5,977164923
24060,24060,172,2203,4,977164923
24061,24061,172,2064,4,977164861
24062,24062,172,1267,5,977164923
24063,24063,172,1284,5,977164923
24064,24064,172,3035,4,977164808
24065,24065,172,913,4,977164923
24067,24067,172,2186,4,977164947
24069,24069,172,3254,4,977164788
24070,24070,172,3334,4,977164923
24072,24072,172,162,4,977164861
24080,24080,172,3683,4,977164947
24082,24082,173,2987,4,1002220596
24083,24083,173,1248,5,979252198
24084,24084,173,1249,4,980363250
24085,24085,173,1178,5,993227599
24086,24086,173,1179,4,979252221
24087,24087,173,647,4,989604097
24089,24089,173,3930,4,993227565
24091,24091,173,1250,5,1023477763
24093,24093,173,1251,5,990548010
24094,24094,173,1252,4,978554445
24095,24095,173,3794,4,977164143
24096,24096,173,1253,4,995304562
24098,24098,173,2993,4,1009652797
24099,24099,173,1254,5,1002220727
24100,24100,173,1256,5,995304652
24102,24102,173,1185,4,1009653137
24103,24103,173,1259,5,995304694
24105,24105,173,1189,5,979251558
24106,24106,173,659,5,979252398
24107,24107,173,589,4,980363250
24108,24108,173,3000,4,1002220656
24109,24109,173,1,4,995304562
24110,24110,173,3002,4,979251744
24111,24111,173,2202,4,980363352
24112,24112,173,2203,5,977942423
24113,24113,173,2130,4,979252198
24114,24114,173,6,5,979252313
24116,24116,173,2204,4,980363312
24117,24117,173,3871,4,995304652
24118,24118,173,3007,4,979251711
24119,24119,173,2132,4,1009652696
24120,24120,173,3872,4,990547981
24121,24121,173,2206,4,980363352
24122,24122,173,2208,5,978554496
24123,24123,173,1333,4,1009652833
24124,24124,173,1260,4,979252141
24125,24125,173,800,5,978554496
24126,24126,173,3948,4,987788877
24127,24127,173,1261,4,1002220750
24128,24128,173,3949,4,977942266
24129,24129,173,2064,4,979251558
24130,24130,173,1262,5,998596382
24133,24133,173,2067,4,1009652727
24134,24134,173,1265,4,1016154079
24136,24136,173,1266,5,1009653201
24138,24138,173,1267,5,980363197
24139,24139,173,1194,4,985285908
24140,24140,173,1269,5,980363250
24141,24141,173,1196,5,977164143
24142,24142,173,590,4,1002220727
24144,24144,173,1198,5,1002220656
24147,24147,173,593,5,980363153
24148,24148,173,594,5,1009653201
24149,24149,173,668,5,1023477763
24150,24150,173,669,4,1023477818
24151,24151,173,599,5,1009652726
24153,24153,173,2210,4,980363312
24155,24155,173,3951,5,979251946
24156,24156,173,2212,4,980363250
24160,24160,173,1414,4,989604065
24164,24164,173,1344,5,980363352
24165,24165,173,1272,4,1009653201
24169,24169,173,1276,5,1009652696
24170,24170,173,670,5,993227582
24171,24171,173,3893,4,987788877
24174,24174,173,750,5,989603956
24175,24175,173,2159,5,979252221
24176,24176,173,1284,4,978554445
24177,24177,173,1358,5,980363282
24178,24178,173,1285,4,1009653267
24179,24179,173,680,4,1009652659
24180,24180,173,1287,4,989604015
24181,24181,173,1288,5,1009653100
24182,24182,173,1289,4,979251558
24183,24183,173,2300,4,1009652659
24184,24184,173,3030,5,990547917
24185,24185,173,3104,4,979252269
24186,24186,173,3035,4,1023477763
24187,24187,173,2160,4,980363311
24189,24189,173,3038,5,1023477763
24190,24190,173,1361,5,979251665
24191,24191,173,902,4,1009652833
24192,24192,173,2238,5,1023478112
24193,24193,173,903,5,978554445
24194,24194,173,904,5,978554445
24196,24196,173,1293,4,1009653137
24197,24197,173,906,4,978554496
24198,24198,173,1294,5,985285844
24200,24200,173,1296,4,993227537
24201,24201,173,908,5,980363153
24202,24202,173,909,5,993227537
24203,24203,173,1299,5,989603992
24205,24205,173,2310,5,995304377
24206,24206,173,3114,4,980007690
24210,24210,173,910,5,979252141
24211,24211,173,911,5,980363352
24213,24213,173,1372,4,1002220820
24214,24214,173,912,5,990547917
24215,24215,173,2248,4,1009653100
24216,24216,173,913,5,978554445
24217,24217,173,2176,4,989604015
24218,24218,173,1374,4,1002220779
24219,24219,173,914,5,1009652726
24220,24220,173,2178,5,989604097
24221,24221,173,1376,4,1002220727
24222,24222,173,916,5,995304519
24223,24223,173,919,5,990547981
24224,24224,173,2323,5,979251711
24225,24225,173,2324,4,990548010
24226,24226,173,2180,4,989604175
24228,24228,173,2329,5,995304694
24231,24231,173,922,5,990547981
24232,24232,173,923,5,980007641
24233,24233,173,2186,5,980363197
24234,24234,173,924,4,978554445
24236,24236,173,926,5,990548010
24237,24237,173,854,5,993227631
24238,24238,173,928,5,980363250
24239,24239,173,929,4,980363197
24240,24240,173,858,5,977942524
24241,24241,173,3200,4,985285908
24242,24242,173,3201,5,989525244
24243,24243,173,3134,5,980007690
24246,24246,173,930,4,977942423
24247,24247,173,931,4,978554496
24248,24248,173,3069,4,995304694
24250,24250,173,1466,4,979252365
24255,24255,173,3142,4,979251558
24257,24257,173,3075,5,998596464
24258,24258,173,1617,4,978554445
24259,24259,173,2348,4,993227500
24260,24260,173,940,5,995304652
24262,24262,173,942,4,977942423
24263,24263,173,2278,4,979252398
24264,24264,173,945,5,980007641
24265,24265,173,949,4,989525244
24266,24266,173,3224,5,990547946
24267,24267,173,2351,4,995304404
24268,24268,173,2355,4,980362859
24269,24269,173,2285,4,995304355
24270,24270,173,950,5,978554496
24271,24271,173,951,5,995304519
24272,24272,173,3089,5,993227727
24275,24275,173,3160,5,995304652
24276,24276,173,3307,5,990547917
24278,24278,173,2433,4,980362958
24279,24279,173,2360,4,980007569
24281,24281,173,3090,5,1009653032
24282,24282,173,3091,5,989525275
24283,24283,173,1635,5,989604015
24284,24284,173,3168,4,1002220727
24285,24285,173,2366,5,1002220692
24286,24286,173,3097,5,993227537
24287,24287,173,1639,5,995304519
24289,24289,173,3099,4,985285908
24290,24290,173,965,5,980363197
24291,24291,173,969,4,1002220692
24292,24292,173,898,4,977164143
24295,24295,173,2512,5,993227693
24297,24297,173,3317,5,979251946
24298,24298,173,1572,5,1009652696
24299,24299,173,1649,4,979251744
24300,24300,173,970,5,1023477818
24301,24301,173,971,5,1023477786
24303,24303,173,3328,4,979251907
24304,24304,173,3182,4,988997836
24305,24305,173,3329,4,995304610
24308,24308,173,3185,5,979252011
24309,24309,173,2529,5,1009652869
24310,24310,173,111,4,980363153
24312,24312,173,1729,4,979252365
24313,24313,173,3188,5,988997836
24315,24315,173,3330,5,989524965
24316,24316,173,3334,4,980363250
24319,24319,173,3265,4,979252141
24320,24320,173,3192,4,1026939246
24324,24324,173,3196,4,995304730
24326,24326,173,3416,4,989525212
24328,24328,173,1674,4,980363250
24329,24329,173,1748,5,980363352
24331,24331,173,3350,5,995304404
24332,24332,173,3424,5,989603992
24334,24334,173,2554,4,993227631
24335,24335,173,1827,4,979251789
24336,24336,173,3359,4,1016154056
24337,24337,173,2488,4,985286024
24338,24338,173,3504,4,985285844
24339,24339,173,1900,5,993227727
24341,24341,173,3508,5,1009653295
24342,24342,173,3435,5,979252141
24343,24343,173,3362,4,977942524
24344,24344,173,2706,4,985285972
24346,24346,173,3364,4,977942524
24348,24348,173,3365,5,995304765
24349,24349,173,3366,4,1009652833
24352,24352,173,223,5,980362958
24354,24354,173,1694,4,990548010
24355,24355,173,154,5,1009652696
24361,24361,173,2640,4,1002220727
24362,24362,173,2641,4,1002220855
24363,24363,173,1913,4,978554496
24364,24364,173,2571,4,980363250
24365,24365,173,2645,4,993227631
24366,24366,173,3379,5,989524998
24367,24367,173,306,5,995304652
24369,24369,173,307,5,995304694
24370,24370,173,308,5,995304652
24371,24371,173,162,5,979251711
24374,24374,173,1922,5,990547897
24376,24376,173,2725,4,995304459
24377,24377,173,2726,5,979252198
24378,24378,173,2580,4,979252269
24379,24379,173,3456,4,979251859
24380,24380,173,2728,4,1009652764
24381,24381,173,2729,5,1009652696
24382,24382,173,1927,4,995304765
24384,24384,173,2659,4,979251558
24385,24385,173,314,4,998596420
24386,24386,173,318,5,989525143
24387,24387,173,246,5,979251711
24388,24388,173,247,4,980363197
24389,24389,173,2804,5,980007641
24390,24390,173,2731,5,989525244
24392,24392,173,2732,5,1009652659
24393,24393,173,3535,4,1009652548
24394,24394,173,3462,5,995304437
24396,24396,173,1933,4,993227727
24398,24398,173,3467,5,993227669
24399,24399,173,3468,5,993227693
24400,24400,173,3469,5,989525275
24401,24401,173,1938,4,995304765
24402,24402,173,1939,5,1023478090
24403,24403,173,183,4,980363352
24405,24405,173,3543,4,1009652993
24406,24406,173,3470,5,990548010
24407,24407,173,3618,4,988998074
24408,24408,173,3547,4,1026939229
24409,24409,173,3475,5,1023477763
24410,24410,173,2819,4,980363197
24411,24411,173,1944,5,995304459
24412,24412,173,1945,5,995304587
24413,24413,173,1946,4,1023477786
24414,24414,173,1947,4,1009652833
24417,24417,173,1949,5,1009652797
24418,24418,173,260,5,995304519
24419,24419,173,337,4,1009653233
24421,24421,173,3624,4,988998053
24422,24422,173,3551,4,980363197
24423,24423,173,2824,4,979251665
24426,24426,173,3481,4,988997948
24427,24427,173,1950,4,978554496
24429,24429,173,3629,5,989525275
24430,24430,173,3556,5,988998015
24431,24431,173,1952,4,990547946
24432,24432,173,1953,4,979252198
24433,24433,173,3559,4,1023477818
24435,24435,173,1958,4,989604015
24438,24438,173,29,4,1002220656
24440,24440,173,3703,4,1009653137
24441,24441,173,2830,4,980007607
24442,24442,173,3706,4,1002220614
24443,24443,173,3633,5,1009652797
24444,24444,173,3634,5,980363153
24445,24445,173,2905,5,990547917
24446,24446,173,2908,5,980362859
24447,24447,173,2762,4,980363197
24448,24448,173,1960,5,1009653032
24450,24450,173,2764,4,979252365
24451,24451,173,2692,5,979252221
24452,24452,173,1963,4,1009652727
24456,24456,173,1029,4,1009653267
24459,24459,173,1968,4,1009653068
24463,24463,173,2912,5,979252313
24466,24466,173,1103,4,1023477786
24467,24467,173,3718,4,988997836
24468,24468,173,2916,4,980363312
24469,24469,173,1104,5,989525275
24470,24470,173,2917,5,979252313
24471,24471,173,2919,5,1009652993
24475,24475,173,1036,4,980363282
24477,24477,173,431,4,979252419
24479,24479,173,293,4,979252313
24480,24480,173,47,5,979252398
24481,24481,173,296,5,979252141
24482,24482,173,3720,4,989603886
24483,24483,173,2920,5,990547897
24485,24485,173,3654,5,1009652764
24486,24486,173,3728,5,980363282
24487,24487,173,3655,4,993227669
24489,24489,173,1041,5,990547981
24490,24490,173,2927,5,980007690
24492,24492,173,2857,5,1009652764
24493,24493,173,2858,5,985285972
24495,24495,173,515,4,1009653267
24496,24496,173,2788,5,985285844
24497,24497,173,50,4,979252141
24498,24498,173,3801,5,978554496
24499,24499,173,3730,5,978554445
24501,24501,173,2932,5,995304540
24502,24502,173,3735,4,979252198
24503,24503,173,3736,5,980007690
24504,24504,173,2935,5,990547897
24505,24505,173,1050,4,979251789
24506,24506,173,2936,5,995304694
24507,24507,173,2863,5,1009652833
24508,24508,173,2937,5,990548010
24510,24510,173,3668,4,1009652869
24511,24511,173,1129,4,1002220750
24512,24512,173,3598,4,979251907
24513,24513,173,527,5,990547946
24516,24516,173,3811,4,1009652993
24517,24517,173,3814,5,985285844
24518,24518,173,3741,5,979252141
24520,24520,173,3742,5,993227669
24521,24521,173,1201,4,998596382
24522,24522,173,1203,5,989603956
24524,24524,173,1204,5,980007690
24525,24525,173,1131,4,1009653100
24527,24527,173,2944,4,1009652797
24528,24528,173,2871,4,980363282
24529,24529,173,1132,5,1009653068
24530,24530,173,3747,5,979251907
24531,24531,173,2872,4,977164104
24532,24532,173,1206,5,995304730
24533,24533,173,1207,5,990547981
24535,24535,173,2947,4,1009652764
24536,24536,173,1208,4,995304562
24537,24537,173,2948,4,1009652833
24539,24539,173,1136,5,985285844
24542,24542,173,2879,4,1002220855
24544,24544,173,608,5,979252141
24545,24545,173,1069,4,995304652
24548,24548,173,3751,4,980362958
24549,24549,173,1210,4,1002220692
24550,24550,173,1211,5,995304420
24552,24552,173,3680,4,979251558
24553,24553,173,1212,5,978554445
24555,24555,173,1213,5,979252141
24557,24557,173,2880,4,1002220820
24558,24558,173,1214,4,980363250
24560,24560,173,3683,4,1002220596
24561,24561,173,1215,4,1002220692
24562,24562,173,2019,5,993227599
24563,24563,173,1217,5,995304730
24564,24564,173,1218,5,980363153
24565,24565,173,1219,5,980363153
24566,24566,173,1073,5,985285908
24567,24567,173,1147,5,979251744
24568,24568,173,541,4,990547946
24569,24569,173,1077,4,985285908
24570,24570,173,1079,4,1009653032
24571,24571,173,474,4,980363311
24577,24577,173,1221,5,977942524
24578,24578,173,1222,5,1009653068
24580,24580,173,1224,4,1009652956
24581,24581,173,1225,4,1009652956
24582,24582,173,2028,5,1023478112
24583,24583,173,1226,4,989604065
24585,24585,173,1228,5,1009652993
24586,24586,173,2968,5,1002220820
24589,24589,173,1084,5,1009652696
24592,24592,173,1086,4,977164143
24594,24594,173,555,4,979252365
24595,24595,173,1089,5,979252198
24596,24596,173,99,4,979251788
24597,24597,173,3910,5,977942266
24600,24600,173,3914,4,979252051
24601,24601,173,1300,5,993227693
24603,24603,173,3916,4,989604122
24605,24605,173,1303,4,1002220692
24606,24606,173,1230,5,985285844
24607,24607,173,2970,5,1002220656
24610,24610,173,1232,4,989525076
24611,24611,173,1233,5,993227727
24612,24612,173,2973,5,993227537
24613,24613,173,2109,4,985285908
24614,24614,173,1234,5,985285844
24615,24615,173,1235,4,995304519
24618,24618,173,1237,5,990547946
24619,24619,173,1093,4,989604175
24622,24622,173,1096,4,1009653100
24623,24623,173,1097,4,977164104
24626,24626,173,3925,4,1009652993
24629,24629,173,1240,4,980363250
24631,24631,173,3929,5,989525143
24632,24632,173,3783,5,979251859
24633,24633,173,1242,5,1009653137
24634,24634,173,2983,4,980363282
24635,24635,173,2046,4,1002220855
24636,24636,173,1244,4,985285844
24637,24637,173,1172,5,1009653068
24638,24638,173,3787,4,988997929
24641,24641,173,1247,4,989525212
24642,24642,174,648,4,977149456
24648,24648,174,589,4,977149654
24654,24654,174,3020,4,977149873
24657,24657,174,1291,5,977149654
24658,24658,174,2167,5,977150123
24659,24659,174,1370,4,977150016
24664,24664,174,858,5,977149623
24667,24667,174,1610,4,977149873
24668,24668,174,3082,4,977150123
24672,24672,174,1573,4,977150123
24673,24673,174,3178,4,977149987
24674,24674,174,3256,5,977149987
24676,24676,174,110,5,977149598
24677,24677,174,3265,4,977149806
24679,24679,174,3418,5,977149873
24681,24681,174,1676,4,977150016
24682,24682,174,3354,5,977149482
24683,24683,174,1690,4,977149987
24684,24684,174,3513,4,977149456
24685,24685,174,2571,5,977149623
24686,24686,174,3527,4,977150045
24687,24687,174,2662,4,977150016
24689,24689,174,260,5,977149623
24692,24692,174,3555,4,977149482
24694,24694,174,21,4,977149847
24697,24697,174,3635,4,977150045
24699,24699,174,3639,4,977150084
24700,24700,174,353,5,977150016
24701,24701,174,288,4,977150084
24702,24702,174,1101,5,977150016
24703,24703,174,2916,5,977149806
24704,24704,174,1036,5,977149623
24705,24705,174,3578,5,977149456
24706,24706,174,377,4,977149847
24708,24708,174,1129,4,977150084
24709,24709,174,457,5,977149770
24711,24711,174,2000,4,977149907
24712,24712,174,3740,4,977150045
24714,24714,174,1201,4,977149693
24716,24716,174,2944,4,977149731
24718,24718,174,2948,4,977149731
24719,24719,174,2949,4,977149693
24720,24720,174,1210,5,977149770
24722,24722,174,3753,4,977149948
24723,24723,174,2951,4,977149806
24725,24725,174,1214,4,977149693
24726,24726,174,2019,4,977149598
24727,24727,174,1220,4,977149806
24728,24728,174,1222,5,977149731
24731,24731,174,480,5,977149948
24732,24732,174,2105,4,977150151
24733,24733,174,1304,4,977149654
24734,24734,174,494,4,977150016
24735,24735,174,2115,5,977149987
24736,24736,174,1240,5,977149654
24738,24738,174,2985,4,977149847
24739,24739,175,2987,4,977113982
24740,24740,175,1320,5,977114192
24742,24742,175,1183,5,977112074
24743,24743,175,650,5,977112347
24744,24744,175,2059,5,977112919
24745,24745,175,2997,5,977113154
24746,24746,175,1258,5,977114047
24747,24747,175,1259,4,977111867
24749,24749,175,588,4,977114305
24750,24750,175,3000,5,977114419
24751,24751,175,1,4,977113154
24752,24752,175,2135,4,977114339
24753,24753,175,3948,5,977113846
24755,24755,175,2137,5,977115350
24756,24756,175,2064,5,977113326
24757,24757,175,1190,4,977116246
24760,24760,175,1193,5,978051929
24761,24761,175,661,4,977114319
24762,24762,175,1268,4,977115929
24763,24763,175,1196,5,977114390
24765,24765,175,1197,4,977114404
24766,24766,175,1198,5,977114390
24767,24767,175,592,4,977114469
24768,24768,175,593,5,977111365
24771,24771,175,3019,5,977111631
24772,24772,175,2144,5,977113528
24774,24774,175,1343,5,977115555
24777,24777,175,1344,5,977113982
24778,24778,175,1271,4,977112263
24780,24780,175,2076,5,977111952
24782,24782,175,1278,5,977113201
24783,24783,175,2080,5,977113326
24784,24784,175,2155,5,977113528
24786,24786,175,1357,5,977112366
24787,24787,175,1358,5,977111338
24788,24788,175,1285,5,977113310
24790,24790,175,759,5,977115001
24791,24791,175,3100,4,977115256
24793,24793,175,3108,4,977112287
24794,24794,175,2160,4,977110554
24795,24795,175,900,5,977114237
24796,24796,175,901,4,977113626
24797,24797,175,902,5,977111828
24799,24799,175,1291,5,977114448
24800,24800,175,1293,5,978051982
24801,24801,175,2097,4,977114092
24804,24804,175,766,4,977112619
24805,24805,175,3114,4,977113172
24809,24809,175,1517,5,977113472
24810,24810,175,2248,4,977111581
24811,24811,175,914,5,977114271
24812,24812,175,915,4,977113291
24813,24813,175,1449,5,977113366
24814,24814,175,919,5,977111466
24815,24815,175,778,4,977111848
24816,24816,175,3125,4,977112541
24817,24817,175,2324,5,977113120
24818,24818,175,3127,4,977113017
24820,24820,175,920,4,977111452
24821,24821,175,2329,4,977112184
24823,24823,175,924,5,977114786
24824,24824,175,851,4,977112589
24825,24825,175,1387,5,977114047
24827,24827,175,2333,4,977115330
24828,24828,175,2407,4,977113691
24830,24830,175,2336,5,977111867
24831,24831,175,2194,5,977111867
24834,24834,175,1394,5,977113186
24835,24835,175,934,4,977113725
24836,24836,175,1611,5,977112427
24837,24837,175,3071,4,977112184
24838,24838,175,3145,5,977113034
24840,24840,175,2271,4,977112857
24841,24841,175,3147,4,977115794
24842,24842,175,1617,4,977113953
24843,24843,175,2348,4,977111526
24844,24844,175,1619,4,977112287
24846,24846,175,945,5,977114237
24848,24848,175,1620,4,977112447
24849,24849,175,2424,4,977113725
24850,24850,175,3083,5,977111415
24853,24853,175,2355,4,977113310
24854,24854,175,2282,5,977112324
24856,24856,175,2359,5,977113261
24859,24859,175,1701,4,977112619
24860,24860,175,3160,5,977114986
24861,24861,175,2504,4,977112730
24862,24862,175,2432,4,977112803
24863,24863,175,1704,4,977115163
24865,24865,175,1633,5,977112366
24866,24866,175,2291,4,977111892
24867,24867,175,1635,5,977114858
24868,24868,175,3168,5,977112263
24871,24871,175,899,5,977114237
24872,24872,175,1711,4,977112775
24874,24874,175,1641,5,977113491
24875,24875,175,3246,4,977111848
24876,24876,175,3176,5,977112263
24878,24878,175,3250,5,977111338
24879,24879,175,3251,4,977112788
24880,24880,175,1721,4,977112263
24881,24881,175,3253,4,977113510
24882,24882,175,3328,5,977112263
24886,24886,175,111,4,977110415
24887,24887,175,2384,5,977113743
24888,24888,175,1584,4,977112048
24889,24889,175,1589,4,977112347
24890,24890,175,3263,4,977113743
24891,24891,175,2391,4,977115230
24892,24892,175,2395,5,977113472
24893,24893,175,2396,5,977113261
24896,24896,175,1673,5,977111659
24897,24897,175,3422,5,977113569
24898,24898,175,3424,5,977115206
24899,24899,175,3425,5,977112756
24900,24900,175,3281,4,977110817
24901,24901,175,2628,4,977114555
24902,24902,175,1682,4,977111768
24904,24904,175,2565,5,977114255
24907,24907,175,2710,5,977114125
24908,24908,175,2712,4,977112541
24909,24909,175,1840,4,977112381
24911,24911,175,1914,4,977112141
24912,24912,175,2571,5,977114882
24913,24913,175,235,5,977111659
24914,24914,175,162,5,977110779
24915,24915,175,3521,5,977111567
24917,24917,175,1921,4,977115733
24918,24918,175,3526,4,977112017
24920,24920,175,1923,5,977113544
24922,24922,175,2657,4,977110628
24924,24924,175,318,5,977111380
24925,24925,175,2804,4,977111395
24926,24926,175,3608,4,977113310
24927,24927,175,2590,5,977112880
24928,24928,175,2739,5,977115808
24929,24929,175,3396,5,977113277
24931,24931,175,253,4,977112834
24933,24933,175,1797,5,977110817
24934,24934,175,3545,5,977114237
24935,24935,175,2677,5,977110747
24936,24936,175,260,5,977114390
24938,24938,175,337,4,977111848
24939,24939,175,265,5,977111544
24940,24940,175,17,4,977115363
24941,24941,175,194,4,977115780
24943,24943,175,1013,5,977111999
24944,24944,175,1952,4,977114858
24945,24945,175,1015,5,977114555
24946,24946,175,410,4,977113725
24947,24947,175,1883,4,977113453
24950,24950,175,1958,5,977113725
24952,24952,175,1959,5,977112730
24953,24953,175,25,5,977115445
24954,24954,175,3706,4,977115897
24956,24956,175,2761,5,977115317
24957,24957,175,2908,5,977111512
24958,24958,175,2762,4,978052038
24959,24959,175,1961,4,977111784
24960,24960,175,1962,4,977112141
24962,24962,175,1028,5,977113347
24963,24963,175,3499,5,977114047
24965,24965,175,352,5,977113569
24966,24966,175,32,4,977115304
24968,24968,175,356,4,977113780
24969,24969,175,34,5,977115108
24970,24970,175,36,5,977111828
24972,24972,175,1103,4,977111734
24974,24974,175,1031,4,977114339
24975,24975,175,1032,5,977114305
24976,24976,175,2918,4,977113347
24977,24977,175,500,4,977113876
24978,24978,175,1035,5,977114283
24979,24979,175,3578,5,977110628
24981,24981,175,509,4,977115445
24982,24982,175,42,4,977112933
24983,24983,175,293,4,977111983
24984,24984,175,45,4,977113725
24986,24986,175,296,5,977111606
24987,24987,175,1044,5,977113057
24988,24988,175,2857,5,977114271
24989,24989,175,2858,5,977110512
24992,24992,175,58,5,977112286
24993,24993,175,1120,4,977112398
24994,24994,175,1124,4,977112484
24995,24995,175,2791,5,977115093
24996,24996,175,2797,4,977113528
24997,24997,175,1059,4,977112312
24999,24999,175,527,5,977111452
25002,25002,175,2941,5,977114305
25003,25003,175,3671,4,977110434
25005,25005,175,1203,4,978052038
25006,25006,175,2871,4,977114419
25008,25008,175,1060,4,977111928
25009,25009,175,1207,5,977111452
25010,25010,175,608,5,977114759
25011,25011,175,538,5,977111968
25012,25012,175,73,4,977114255
25013,25013,175,2010,4,977115108
25015,25015,175,1210,5,977114436
25016,25016,175,1211,5,977112048
25017,25017,175,3753,4,977110628
25018,25018,175,2952,4,978053068
25020,25020,175,1214,5,977114801
25022,25022,175,1073,5,977113422
25023,25023,175,2959,5,977112048
25024,25024,175,541,5,977113965
25025,25025,175,471,5,977113510
25026,25026,175,1079,4,977113347
25028,25028,175,2020,4,977115256
25029,25029,175,2022,5,977112512
25032,25032,175,1084,4,977111498
25033,25033,175,551,5,977110554
25035,25035,175,481,5,977112619
25036,25036,175,555,5,977115693
25037,25037,175,1089,4,977114870
25038,25038,175,2100,4,977113691
25039,25039,175,3844,5,977112694
25040,25040,175,1230,5,977113137
25041,25041,175,2108,5,977113491
25042,25042,175,2109,4,977113510
25043,25043,175,1307,5,977113366
25044,25044,175,1235,5,977113137
25045,25045,175,1090,4,977114939
25046,25046,175,1093,4,977112803
25047,25047,175,1094,4,977111928
25049,25049,175,1097,5,977112110
25050,25050,175,491,4,977112346
25052,25052,175,2111,4,977113725
25053,25053,175,2115,5,977114503
25054,25054,175,3858,5,977113655
25055,25055,175,1246,5,977112017
25058,25058,176,3948,5,977099139
25059,25059,176,1196,5,977098920
25061,25061,176,2144,5,977099432
25064,25064,176,1270,5,977099255
25066,25066,176,2081,4,977099461
25069,25069,176,3033,4,977099474
25070,25070,176,3039,4,977099392
25074,25074,176,2248,4,977099255
25076,25076,176,2405,4,977099602
25077,25077,176,2406,4,977099415
25078,25078,176,2407,4,977099432
25079,25079,176,2408,4,977099675
25080,25080,176,2193,4,977098920
25081,25081,176,1394,4,977099255
25082,25082,176,2416,5,977099498
25083,25083,176,1617,4,977098959
25086,25086,176,3087,5,977099461
25087,25087,176,2369,4,977099589
25088,25088,176,2371,4,977099415
25090,25090,176,2372,5,977099498
25094,25094,176,1663,5,977099364
25095,25095,176,2468,4,977099643
25096,25096,176,2470,5,977099498
25097,25097,176,2471,4,977099660
25100,25100,176,2716,5,977099317
25101,25101,176,2717,5,977099626
25103,25103,176,3526,4,977099392
25106,25106,176,3388,4,977099660
25108,25108,176,3391,4,977099702
25112,25112,176,3552,4,977099392
25115,25115,176,1968,5,977099280
25116,25116,176,3715,4,977099660
25117,25117,176,2915,4,977099280
25118,25118,176,2918,5,977099280
25120,25120,176,3591,4,977099432
25121,25121,176,2794,4,977099571
25122,25122,176,2795,4,977099461
25124,25124,176,2797,4,977099415
25125,25125,176,2000,5,977099364
25127,25127,176,2003,4,977099461
25128,25128,176,2011,5,977099461
25129,25129,176,1079,4,977099364
25130,25130,176,1220,5,977099364
25131,25131,176,2100,4,977099392
25132,25132,176,1307,4,977099280
25134,25134,177,2987,4,977099769
25136,25136,177,1196,4,977098665
25137,25137,177,590,5,977099842
25138,25138,177,1197,4,977099741
25139,25139,177,1198,5,977099769
25141,25141,177,1358,5,977100075
25143,25143,177,3036,4,977099842
25144,25144,177,1291,4,977099798
25145,25145,177,904,4,977099993
25146,25146,177,2174,5,977100421
25148,25148,177,924,5,977098762
25149,25149,177,3168,5,977099819
25151,25151,177,3175,5,977098713
25152,25152,177,1721,4,977098505
25153,25153,177,1580,5,977098815
25155,25155,177,1584,4,977098713
25156,25156,177,2628,4,977099864
25157,25157,177,2571,5,977100134
25158,25158,177,1921,4,977099001
25160,25160,177,2677,5,977099412
